"song_title","register","year","points","peak_rank"
"(Reach Up For The) Sunrise",7,2004,36,89
"Pull Up",7,2004,6,98
"Storm",5,2004,3,98
"You And Me",5,2005,4183,5
"Beverly Hills",7,2005,3357,10
"Feel Good Inc",4,2005,3088,14
"Sugar, We're Goin' Down",7,2005,3080,8
"You're Beautiful",6,2005,2905,1
"Mr. Brightside",7,2005,2857,10
"Photograph",4,2005,2673,2
"Lonely No More",7,2005,2538,6
"Dirty Little Secret",8,2005,2383,9
"Dance, Dance",4,2005,2346,9
"Scars",7,2005,2195,15
"Shake It Off",7,2005,2146,2
"Holiday",7,2005,2087,19
"Let Me Go",7,2005,2073,14
"We Be Burnin'",5,2005,2031,6
"So Sick",5,2005,2017,1
"Wake Me Up When September Ends",6,2005,1961,6
"Collide",6,2005,1877,20
"One Wish",7,2005,1868,11
"I'm Sprung",7,2005,1791,8
"Yo (Excuse Me Miss)",9,2005,1574,7
"Speed Of Sound",7,2005,1519,8
"Unpredictable",6,2005,1511,8
"I'm N Luv (Wit A Stripper)",6,2005,1505,5
"Lonely",5,2005,1440,4
"Baby I'm Back",8,2005,1434,19
"Best Of You",8,2005,1384,18
"Incomplete",7,2005,1327,13
"Ordinary People",7,2005,1168,24
"As Good As I Once Was",5,2005,1144,28
"Just The Girl",9,2005,1126,11
"Honky Tonk Badonkadonk",4,2005,1104,30
"O",7,2005,1075,27
"Chariot",7,2005,961,30
"Sunday Morning",8,2005,961,31
"Look What You've Done",7,2005,951,37
"U Already Know",6,2005,942,32
"Belly Dancer (Bananza)",6,2005,941,30
"Making Memories Of Us",5,2005,919,34
"Fast Cars And Freedom",6,2005,913,38
"Come A Little Closer",4,2005,911,31
"Must Be Doin' Somethin' Right",6,2005,892,39
"Must Be Nice",6,2005,885,40
"Tonight I Wanna Cry",5,2005,874,36
"When I Get Where I'm Going",5,2005,858,39
"More Than Words",8,2005,829,25
"Tequila Makes Her Clothes Fall Off",4,2005,828,32
"B.Y.O.B.",7,2005,815,27
"Nothin' To Lose",6,2005,810,39
"How To Deal",7,2005,795,39
"Better Days",5,2005,780,36
"Who You'd Be Today",5,2005,779,37
"Better Life",6,2005,745,44
"Your Man",3,2005,735,38
"That's What I Love About Sunday",6,2005,707,51
"Almost",8,2005,697,46
"Something To Be Proud Of",7,2005,696,41
"The Hand That Feeds",7,2005,690,31
"Boondocks",7,2005,676,46
"Anything But Mine",4,2005,652,48
"Redneck Yacht Club",6,2005,640,45
"Gone",8,2005,638,53
"Best I Ever Had",5,2005,633,51
"How Could You",8,2005,616,52
"Untitled (How Can This Happen To Me?)",7,2005,612,49
"Alcohol",4,2005,610,28
"Perfect Situation",7,2005,606,51
"This Is How A Heart Breaks",7,2005,596,52
"Skin (Sarabeth)",8,2005,556,42
"Lot Of Leavin' Left To Do",4,2005,555,47
"Be Yourself",7,2005,534,32
"She Let Herself Go",4,2005,525,54
"Naked",7,2005,525,47
"You'll Be There",4,2005,524,54
"Play Something Country",5,2005,523,37
"It's Getting Better All The Time",6,2005,508,56
"Believe",7,2005,482,60
"Right Here",7,2005,453,55
"Inside Your Heaven",5,2005,449,2
"American Baby",4,2005,432,16
"Soul Meets Body",4,2005,404,60
"Good Ride Cowboy",5,2005,375,59
"If Heaven",3,2005,374,65
"Somewhere Only We Know",8,2005,374,50
"Songs About Me",4,2005,370,59
"Big Blue Note",4,2005,367,55
"Welcome To Jamrock",6,2005,365,55
"Sitting, Waiting, Wishing",5,2005,362,66
"She Don't Tell Me To",4,2005,358,62
"Bat Country",7,2005,328,60
"Do You Want Fries With That",5,2005,323,59
"Gotta Go",7,2005,321,67
"Charlie Last Name: Wilson",7,2005,317,67
"What's A Guy Gotta Do",5,2005,301,64
"You're Like Comin' Home",7,2005,287,63
"Have A Nice Day",8,2005,286,53
"Honkytonk U",4,2005,277,61
"Home",5,2005,273,72
"Pickin' Wildflowers",7,2005,268,64
"Let Them Be Little",5,2005,267,68
"Miss Me Baby",7,2005,267,67
"Keg In The Closet",6,2005,266,64
"DOA",7,2005,259,68
"Wake Up",6,2005,247,29
"Hicktown",7,2005,239,68
"Help Somebody",6,2005,237,66
"Doesn't Remind Me",7,2005,233,68
"I Just Wanna Live",6,2005,224,51
"Twisted Transistor",5,2005,221,64
"E-Pro",4,2005,201,65
"My Old Friend",5,2005,189,79
"Pretty Vegas",7,2005,180,37
"All Because Of You",6,2005,176,69
"Goodbye Time",7,2005,173,73
"Save Me",8,2005,168,72
"Jerk It Out",7,2005,165,70
"If Something Should Happen",3,2005,143,75
"Blue Orchid",9,2005,141,43
"All These Things That I've Done",6,2005,138,74
"Holy Water",5,2005,137,75
"Billy's Got His Beer Goggles On",6,2005,137,75
"Fix You",8,2005,131,59
"If You Were Mine",8,2005,119,78
"I Can't Stop Loving You",5,2005,112,84
"La Camisa Negra",6,2005,94,89
"Stars",6,2005,92,68
"Comin' To Your City",7,2005,89,72
"Just Want You To Know",7,2005,84,70
"Drugs Or Jesus",4,2005,77,87
"Little Sister",5,2005,74,88
"I'm Not Okay (I Promise)",8,2005,65,86
"How Do You Get That Lonely",4,2005,64,91
"Remedy",5,2005,64,70
"Do You Want To",6,2005,63,76
"Be My Escape",5,2005,59,82
"Gotta Make It",7,2005,54,87
"Don't Ask Me How I Know",4,2005,53,88
"Precious",5,2005,53,71
"Wordplay",8,2005,36,81
"Shine On",8,2005,36,86
"I'll Take That As A Yes (The Hot Tub Song)",7,2005,35,89
"Footprints",8,2005,33,93
"In The Kitchen",7,2005,32,91
"Home",8,2005,31,90
"Bitches Ain't S**t",5,2005,30,71
"Ghetto",7,2005,29,92
"Devils & Dust",4,2005,29,72
"Landed",7,2005,28,77
"She's No You",7,2005,25,91
"Amor Eterno",7,2005,23,78
"Happy?",4,2005,23,89
"We Will Become Silhouettes",7,2005,19,82
"Stricken",8,2005,13,95
"Pain",7,2005,13,93
"Touch",6,2005,12,94
"Nada Es Para Siempre",5,2005,11,90
"The Widow",8,2005,10,95
"Who Did You Think I Was",7,2005,9,92
"Class Reunion (That Used To Be Us)",6,2005,9,97
"A Rose By Any Other Name",7,2005,8,97
"Sometimes You Can't Make It On Your Own",7,2005,8,97
"So What The Fuss",8,2005,5,96
"Ella Y Yo",8,2005,4,97
"An Honest Mistake",7,2005,4,97
"The Talkin' Song Repair Blues",4,2005,3,99
"Sooner Or Later",8,2005,3,99
"Shut Up",8,2005,3,99
"Juicebox",4,2005,3,98
"Girl",5,2005,1,100
"How To Save A Life",5,2006,3701,3
"Chasing Cars",6,2006,3056,5
"Over My Head (Cable Car)",5,2006,3055,8
"What Hurts The Most",7,2006,3037,6
"Waiting On The World To Change",7,2006,2805,14
"Rockstar",5,2006,2783,6
"SexyBack",6,2006,2780,1
"Bad Day",5,2006,2653,1
"Temperature",5,2006,2607,1
"Lips Of An Angel",8,2006,2586,3
"Move Along",8,2006,2578,15
"I Write Sins Not Tragedies",7,2006,2519,7
"My Love",7,2006,2422,1
"Far Away",7,2006,2394,8
"Crazy",8,2006,2374,2
"I Wanna Love You",6,2006,2281,1
"It's Not Over",7,2006,2236,4
"Dani California",6,2006,2095,6
"What Goes Around...Comes Around",6,2006,1990,1
"Savin' Me",8,2006,1943,19
"Welcome To The Black Parade",7,2006,1735,9
"Say Goodbye",8,2006,1707,10
"Face Down",7,2006,1706,24
"You",6,2006,1648,9
"It Ends Tonight",8,2006,1641,8
"(When You Gonna) Give It Up To Me",5,2006,1615,3
"What's Left Of Me",7,2006,1598,6
"Sexy Love",8,2006,1570,7
"Who Says You Can't Go Home",7,2006,1522,23
"Ice Box",6,2006,1470,12
"Gimme That",10,2006,1341,15
"White & Nerdy",3,2006,1227,9
"When You Were Young",8,2006,1196,14
"Life Is A Highway",7,2006,1177,7
"Boston",5,2006,1121,34
"Here (In Your Arms)",6,2006,1110,14
"For You I Will (Confidence)",6,2006,1106,29
"Snow ((Hey Oh))",5,2006,1103,22
"When You're Mad",5,2006,1098,15
"My Wish",8,2006,1079,28
"Break It Off",5,2006,1032,9
"Through Glass",6,2006,1019,39
"She's Everything",4,2006,1018,35
"Watching You",6,2006,984,36
"Summertime",6,2006,982,34
"When The Stars Go Blue",7,2006,965,37
"I Loved Her First",4,2006,930,34
"My Little Girl",7,2006,927,35
"Miss Murder",7,2006,907,24
"If You're Going Through Hell (Before The Devil Even Knows)",6,2006,864,33
"Would You Go With Me",5,2006,862,43
"Upside Down",4,2006,837,38
"Poppin'",7,2006,832,42
"S.E.X.",6,2006,826,37
"You Save Me",5,2006,822,41
"Wait A Minute",5,2006,812,28
"Into The Ocean",8,2006,784,53
"Stupid Boy",5,2006,777,43
"Brand New Girlfriend",5,2006,741,40
"The World",6,2006,731,45
"Let U Go",5,2006,722,12
"Ever The Same",7,2006,698,48
"Pain",6,2006,695,44
"Here It Goes Again",6,2006,694,38
"Settle For A Slowdown",4,2006,676,42
"Why",6,2006,633,43
"The Riddle",7,2006,617,40
"Once In A Lifetime",5,2006,615,31
"It Just Comes Natural",5,2006,584,58
"Me And My Gang",8,2006,583,50
"MakeDamnSure",9,2006,570,48
"Stay With You",7,2006,556,51
"Crazy Bitch",6,2006,551,59
"Get Drunk And Be Somebody",5,2006,550,47
"Tell Me Baby",4,2006,549,50
"King Without A Crown",6,2006,522,28
"Last Day Of My Life",6,2006,522,47
"Animal I Have Become",6,2006,522,60
"Amarillo Sky",8,2006,515,59
"A Little Too Late",5,2006,515,53
"Every Mile A Memory",3,2006,506,48
"Steady, As She Goes",6,2006,506,54
"Living In Fast Forward",5,2006,494,48
"Do I Make You Proud",4,2006,493,1
"I Call It Love",6,2006,491,62
"DJ Play A Love Song",7,2006,490,45
"Ladies Love Country Boys",2,2006,490,61
"Bring It On Home",7,2006,487,58
"Give It Away",4,2006,484,35
"The Real Thing",8,2006,477,56
"That Girl",6,2006,475,43
"Nothing Left To Lose",7,2006,464,41
"Every Time I Hear Your Name",4,2006,438,64
"Streetcorner Symphony",9,2006,432,64
"4 Minutes",7,2006,431,52
"Life Ain't Always Beautiful",4,2006,400,61
"The Kill (Bury Me)",8,2006,369,65
"The Diary Of Jane",8,2006,358,50
"The Adventure",6,2006,354,55
"Right Where You Want Me",8,2006,335,33
"A Little Less Sixteen Candles, A Little More Touch Me",7,2006,327,65
"Who I Am Hates Who I've Been",6,2006,316,58
"Can't Let Go",5,2006,302,71
"Nobody But Me",7,2006,302,60
"Lights And Sounds",7,2006,301,50
"Building Bridges",5,2006,300,66
"Size Matters (Someday)",5,2006,295,71
"The Saints Are Coming",5,2006,242,51
"Swing",4,2006,185,76
"Beautiful Love",7,2006,172,55
"Little Bit Of Life",7,2006,168,75
"We Belong Together",8,2006,164,26
"Anna-Molly",7,2006,158,66
"World Wide Suicide",7,2006,149,41
"Good Luck Charm",6,2006,145,73
"Mountains",5,2006,145,77
"The Only Difference Between Martyrdom And Suicide Is Press Coverage",7,2006,137,77
"Hate (I Really Don't Like You)",6,2006,130,68
"Wanted Dead Or Alive",8,2006,115,43
"Is It Any Wonder?",5,2006,113,78
"Love Like Winter",8,2006,107,68
"The Seashores Of Old Mexico",4,2006,98,85
"Save Room",5,2006,89,61
"Entourage",4,2006,84,78
"Goodbye For Now",5,2006,84,48
"Goodbye My Lover",7,2006,80,66
"Coming Undone",7,2006,77,79
"Yee Haw",4,2006,72,83
"Soundtrack To Your Life",5,2006,69,58
"Like Red On A Rose",3,2006,65,80
"Takin' It To The Streets",7,2006,62,69
"I Can't Hate You Anymore",7,2006,52,87
"Scotty Doesn't Know",5,2006,49,75
"Cowboys Are Frequently Secretly (Fond Of Each Other)",4,2006,49,52
"Love You",3,2006,48,87
"Every Day Is Exactly The Same",6,2006,45,56
"Feels Just Like It Should",4,2006,42,80
"Black Sweat",7,2006,41,60
"Talk",8,2006,35,86
"Down",5,2006,31,90
"Canadian Idiot",7,2006,29,82
"One Wing In The Fire",5,2006,29,90
"How 'Bout You",4,2006,28,85
"Speak",6,2006,27,85
"Dare",6,2006,27,87
"Original Fire",8,2006,26,79
"You Know My Name",5,2006,26,79
"I Can't Unlove You",7,2006,26,93
"Labios Compartidos",5,2006,23,82
"The Pick Of Destiny",7,2006,23,78
"I Got You",4,2006,20,92
"The Carpal Tunnel Of Love",8,2006,20,81
"Wings Of A Butterfly",7,2006,18,87
"Angelito",5,2006,17,93
"Ser O Parecer",8,2006,17,84
"Tu Recuerdo",5,2006,17,89
"I Dare You",8,2006,16,88
"Wasteland",8,2006,13,94
"Our Country",4,2006,13,88
"When Your Heart Stops Beating",8,2006,12,89
"Lo Que Me Gusta A Mi",5,2006,7,94
"Animals",7,2006,7,97
"Change Me",5,2006,7,94
"Crash Here Tonight",3,2006,5,96
"Why, Why, Why",6,2006,4,99
"High School Never Ends",5,2006,4,97
"Save The Last Dance For Me",4,2006,2,99
"A La Primera Persona",5,2006,1,100
"High",6,2006,1,100
"Idlewild Blue (Don'tchu Worry 'Bout Me)",4,2006,1,100
"Tengo Un Amor",5,2006,1,100
"Saving Grace",5,2006,1,100
"Apologize",8,2007,3741,2
"Paralyzer",4,2007,3250,6
"The Way I Are",4,2007,3117,3
"Buy U A Drank (Shawty Snappin')",8,2007,2841,1
"Hey There Delilah",4,2007,2743,1
"Home",6,2007,2630,5
"With You",6,2007,2477,2
"Kiss Kiss",8,2007,2122,1
"Stop And Stare",8,2007,2096,12
"Wait For You",6,2007,2071,13
"Makes Me Wonder",8,2007,2063,1
"Thnks Fr Th Mmrs",8,2007,1953,11
"Take You There",5,2007,1922,7
"Don't Matter",6,2007,1913,1
"Bartender",5,2007,1808,5
"Sorry",7,2007,1772,9
"Bed",8,2007,1762,5
"What I've Done",7,2007,1748,7
"How Far We've Come",6,2007,1690,11
"Beautiful Girls",6,2007,1665,1
"Over You",6,2007,1616,18
"If Everyone Cared",5,2007,1580,17
"Summer Love",6,2007,1572,6
"The Great Escape",7,2007,1528,23
"Shadow Of The Day",6,2007,1525,15
"Get It Shawty",7,2007,1510,16
"Sensual Seduction",7,2007,1502,7
"Suffocate",9,2007,1487,18
"Can't Help But Wait",6,2007,1479,14
"Say",7,2007,1456,12
"Wake Up Call",7,2007,1403,19
"First Time",8,2007,1387,26
"This Ain't A Scene, It's An Arms Race",8,2007,1384,2
"Into The Night",6,2007,1279,26
"LoveStoned",5,2007,1265,17
"Because Of You",8,2007,1245,2
"I Tried",5,2007,1218,6
"Don't Blink",6,2007,1183,29
"Shawty Is A 10",6,2007,1125,17
"Sorry, Blame It On Me",5,2007,1024,7
"Better Than Me",5,2007,996,31
"Lost In This Moment",7,2007,976,36
"Me Love",5,2007,954,14
"Do You",7,2007,932,26
"Crying Out For Me",8,2007,904,33
"Never Wanted Nothing More",4,2007,899,22
"Ticks",4,2007,885,40
"Take Me There",5,2007,871,19
"The Pretender",7,2007,869,37
"Letter To Me",5,2007,814,40
"teachme",5,2007,805,42
"Online",6,2007,793,39
"Won't Go Home Without You",7,2007,787,48
"If You're Reading This",5,2007,774,41
"My Drink N' My 2 Step",6,2007,768,33
"Buddy",6,2007,766,36
"Do You Know? (The Ping Pong Song)/Dimelo",5,2007,754,21
"Good Directions",5,2007,752,42
"S.O.S.",6,2007,706,17
"Cleaning This Gun (Come On In Boy)",3,2007,706,40
"Watching Airplanes",6,2007,704,43
"Free And Easy (Down The Road I Go)",4,2007,665,46
"Fake It",8,2007,665,56
"Please Don't Go",7,2007,638,42
"Winner At A Losing Game",8,2007,634,52
"These Are My People",6,2007,627,42
"Firecracker",3,2007,625,50
"Love Me If You Can",4,2007,610,48
"Bleed It Out",8,2007,607,52
"Icky Thump",9,2007,604,26
"How 'Bout Them Cowgirls",4,2007,599,49
"Hero/Heroine",6,2007,581,43
"Everything",7,2007,579,46
"More Than A Memory",5,2007,572,53
"Stand",8,2007,561,46
"Last Dollar (Fly Away)",8,2007,559,13
"What Do Ya Think About That",5,2007,541,57
"Forever",6,2007,525,55
"Find Out Who Your Friends Are",5,2007,499,61
"I Told You So",4,2007,491,48
"Livin' Our Love Song",5,2007,484,52
"Stealing Cinderella",5,2007,481,56
"Stolen",5,2007,473,44
"Fall",6,2007,460,55
"Little Wonders",6,2007,453,58
"A Different World",7,2007,452,58
"Proud Of The House We Built",5,2007,430,57
"Lucky Man",5,2007,416,65
"Never Too Late",7,2007,410,71
"Teenagers",5,2007,409,67
"Everybody",7,2007,397,64
"Beer In Mexico",5,2007,397,61
"High Maintenance Woman",6,2007,389,67
"International Harvester",7,2007,359,67
"How Do I Breathe",6,2007,359,46
"Year 3000",6,2007,350,31
"All My Friends Say",6,2007,331,59
"Pictures Of You",8,2007,330,70
"Grace Kelly",5,2007,318,57
"Johnny Cash",7,2007,314,68
"Alyssa Lies",4,2007,314,64
"Read My Mind",8,2007,310,62
"Wrapped",5,2007,302,71
"Look After You",7,2007,270,59
"Never",3,2007,267,76
"A Woman's Love",3,2007,254,73
"If I Had Eyes",5,2007,248,47
"Push It To The Limit",7,2007,246,14
"Long Trip Alone",4,2007,244,66
"Working Class Hero",5,2007,241,53
"You Give Love A Bad Name",6,2007,220,18
"Me Enamora",5,2007,205,69
"I'll Wait For You",5,2007,195,71
"Hold On",7,2007,172,53
"Impacto",5,2007,151,56
"The River",5,2007,149,39
"Say OK",7,2007,134,61
"I'm Like A Lawyer...(Me & You)",8,2007,125,68
"Tough",4,2007,116,76
"Wall To Wall",5,2007,112,79
"I Don't Wanna Stop",8,2007,110,61
"From Yesterday",8,2007,108,76
"Dashboard",4,2007,105,61
"Hillbilly Deluxe",8,2007,102,86
"Startin' With Me",4,2007,93,83
"Flathead",7,2007,92,73
"Don't Make Me",4,2007,73,79
"Circle",5,2007,72,78
"Breath",5,2007,62,84
"Dance Tonight",5,2007,61,69
"From Where You Are",5,2007,53,61
"Tarantula",7,2007,50,54
1973,4,2007,49,73
"You Raise Me Up",7,2007,48,76
"Famous Last Words",4,2007,43,88
"Movin' On",8,2007,40,61
"Gravity",5,2007,40,71
"Before It's Too Late (Sam And Mikaela's Theme)",6,2007,37,86
"Survivalism",7,2007,33,68
"Shadowplay",7,2007,33,68
"Lips Of An Angel",6,2007,31,77
"Honestly",7,2007,28,89
"If I Was Your Man",4,2007,21,84
"Inconsolable",5,2007,20,86
"Imagine",3,2007,19,90
"Vulnerable",5,2007,18,83
"Crazy Car",9,2007,18,83
"Dig",5,2007,16,94
"Phantom Limb",6,2007,15,86
"Freak On A Leash (Unplugged)",6,2007,12,89
"Release",7,2007,10,91
"Love Today",10,2007,9,92
"A Feelin' Like That",4,2007,7,94
"Sexy Movimiento",6,2007,6,98
"Empty Walls",7,2007,4,97
"Doomsday Clock",5,2007,4,97
"Guys Like Me",4,2007,3,99
"Another Side Of You",3,2007,3,99
"Dreaming With A Broken Heart",7,2007,3,99
"Can U Believe",8,2007,3,99
"Time Of The Season",7,2007,2,99
"Given Up",7,2007,2,99
"I'm Yours",6,2008,5433,6
"Viva La Vida",5,2008,4078,1
"Use Somebody",7,2008,3782,4
"You Found Me",5,2008,3075,7
"Gives You Hell",8,2008,2831,4
"Let It Rock",8,2008,2814,5
"Forever",7,2008,2805,2
"Closer",7,2008,2801,7
"Whatever You Like",5,2008,2661,1
"Second Chance",5,2008,2568,7
"Heartless",8,2008,2556,2
"Don't Trust Me",5,2008,2264,7
"Miss Independent",6,2008,2218,7
"Love In This Club",8,2008,2126,1
"Gotta Be Somebody",7,2008,2082,10
"Shake It",6,2008,2063,10
"Leavin'",8,2008,2016,10
"Can't Believe It",5,2008,1985,7
"Love Lockdown",6,2008,1983,3
"Fall For You",7,2008,1902,21
"Right Now (Na Na Na)",7,2008,1802,8
"Addicted",6,2008,1753,20
"What You Got",5,2008,1711,14
"Crush",5,2008,1704,2
"Chicken Fried",4,2008,1671,20
"It's Not My Time",7,2008,1626,17
"Beautiful",6,2008,1533,19
"Love Remains The Same",5,2008,1500,27
"If Today Was Your Last Day",8,2008,1327,19
"I Luv Your Girl",7,2008,1271,20
"The Time Of My Life",5,2008,1239,3
"Shattered (Turn The Car Around)",5,2008,1207,36
"All Summer Long",7,2008,1198,23
"In Love With A Girl",8,2008,1197,24
"Feels Like Tonight",5,2008,1164,24
"You're Gonna Miss This",5,2008,1073,12
"Burnin' Up",7,2008,1065,5
"She's Country",5,2008,1004,29
"Light On",6,2008,986,17
"Chopped 'N' Skrewed",7,2008,975,27
"Whatever It Takes",6,2008,973,33
"Human",7,2008,960,32
"Just Got Started Lovin' You",5,2008,958,27
"Don't Think I Don't Think About It",5,2008,951,35
"I'm Still A Guy",5,2008,904,33
"When You Look Me In The Eyes",8,2008,888,25
"I Saw God Today",7,2008,887,33
"Sweet Thing",4,2008,879,30
"Falsetto",10,2008,878,30
"Take You Down",6,2008,867,43
"She Never Cried In Front Of Me",5,2008,861,42
"Cowgirls Don't Cry",5,2008,853,44
"God Love Her",5,2008,850,36
"New Soul",7,2008,838,7
"Everybody Wants To Go To Heaven",4,2008,837,41
"Feel That Fire",2,2008,831,32
"I Don't Care",8,2008,803,21
"She Wouldn't Be Gone",5,2008,761,43
"Home",5,2008,752,41
"Waitin' On A Woman",4,2008,743,44
"What About Now",6,2008,709,18
"Good Time",4,2008,699,40
"Small Town Southern Man",3,2008,679,42
"Do You Believe Me Now",6,2008,676,36
"Bust Your Windows",6,2008,668,31
"You Look Good In My Shirt",6,2008,647,44
"Better As A Memory",7,2008,646,46
"Sex On Fire",5,2008,638,56
"Summertime",5,2008,598,36
"Start A Band",5,2008,594,55
"Every Day",7,2008,588,45
"What Kinda Gone",6,2008,586,54
"Down The Road",5,2008,581,47
"Country Boy",4,2008,568,49
"I Still Miss You",7,2008,552,48
"Don't",7,2008,544,52
"Come On Get Higher",4,2008,544,59
"In Color",4,2008,543,52
"Bartender Song",5,2008,537,64
"Shiftwork",5,2008,534,47
"Here",5,2008,532,50
"Trading Places",8,2008,531,45
"Just Like Me",8,2008,513,49
"Let It Go",8,2008,509,47
"River Of Love",4,2008,497,59
"All Summer Long",6,2008,496,29
"Never Gonna Be Alone",8,2008,486,58
"Love Don't Live Here",6,2008,480,53
"Love Is A Beautiful Thing",6,2008,480,48
"Nine In The Afternoon",5,2008,471,51
"You're Gonna Go Far, Kid",8,2008,471,63
"Back When I Knew It All",7,2008,450,56
"Troubadour",5,2008,415,54
"Laughed Until We Cried",6,2008,393,61
"Put A Girl In It",6,2008,379,54
"Violet Hill",4,2008,376,40
"Lovebug",6,2008,363,49
"Girls Around The World",8,2008,358,64
"Corona And Lime",6,2008,332,23
"Psycho",3,2008,330,67
"Pork And Beans",5,2008,309,64
"Trying To Stop Your Leaving",5,2008,298,73
"Freeze",8,2008,291,38
"Hollywood's Not America",5,2008,256,62
"Inside The Fire",8,2008,251,73
"Beat It",9,2008,247,19
"Moving Mountains",9,2008,245,67
"The Day That Never Comes",7,2008,244,31
"Thunder",4,2008,241,76
"Play My Music",8,2008,229,20
"Holler Back",4,2008,226,66
"Last Time",7,2008,212,69
"There's Nothin",4,2008,208,60
"Seventeen Forever",5,2008,205,42
"Bad Girlfriend",6,2008,203,75
"I Don't Care",6,2008,195,78
"Check Yes Juliet (Run Baby Run)",8,2008,187,70
"Love Remembers",4,2008,173,73
"I Will Possess Your Heart",5,2008,164,70
"Tonight",4,2008,162,8
"I'll Walk",6,2008,156,70
"Gotta Find You",6,2008,155,30
"Customer",7,2008,147,76
"Dreamer",7,2008,145,16
"Broken",3,2008,143,83
"Free Fallin'",5,2008,136,51
"God Must Be Busy",6,2008,127,78
"It's Over",6,2008,126,62
"See You In My Nightmares",7,2008,124,21
"Breakout",7,2008,115,56
"Chinese Democracy",8,2008,112,34
"Te Quiero",7,2008,110,86
"Country Man",4,2008,110,74
"Lost!",5,2008,106,40
"Never Would Have Made It",8,2008,105,82
"Pushin' Me Away",8,2008,97,16
"It's Good To Be Us",7,2008,94,81
"Cookie Jar",5,2008,92,59
"A Little Bit Longer",6,2008,90,11
"Without You",7,2008,87,85
"Witch Doctor (2007)",5,2008,85,62
"Long Road To Ruin",7,2008,83,89
"Amazing",6,2008,68,81
"Rise Above This",3,2008,67,91
"Nude",8,2008,64,37
"I'd Come For You",8,2008,63,44
"Suspicions",5,2008,58,87
